2026-02-10 16:02:00,0,22.9,18.9,186.62,-20.1,558,0.24,0.79,0.08,0
2026-02-10 16:02:00,1,23,18.9,222.57,-20.2,1182,0.06,0.54,0.43,0
2026-02-10 16:02:00,1,22.9,18.9,234.55,-20.2,524,0.52,0.35,0.15,0
2026-02-10 16:02:00,1,22.9,18.9,225.79,-19.9,450,0.07,0.98,0.01,0
2026-02-10 16:02:00,1,22.9,18.9,246.07,-19.9,641,0.04,0.96,0,0
2026-02-10 16:02:00,1,22.9,18.9,233.16,-20,696,0.03,0.88,0.09,0.01
2026-02-10 16:02:00,1,23,19,233.16,-20.4,757,0.23,0.63,0.13,0.01
2026-02-10 16:02:00,1,23,18.9,116.12,-20,1321,0.24,0.62,0.18,0.1
2026-02-10 16:02:00,1,22.9,18.9,180.17,-20,392,0.14,0.85,0.02,0
2026-02-10 16:02:00,1,22.9,18.9,202.75,-20.3,413,0.53,0.46,0.03,0
2026-02-10 16:02:00,1,22.9,18.9,149.76,-20.1,3000,0.13,0.18,0.27,0.43
2026-02-10 16:02:00,1,23,18.9,235.93,-20.4,735,0.08,0.8,0.13,0
2026-02-10 16:02:00,1,22.9,18.8,237.31,-20.1,305,0.64,0.82,0.06,0
2026-02-10 16:02:00,1,23,18.9,235.01,-20.2,1243,0.5,0.26,0.14,0.11
2026-02-10 16:02:00,0,23,18.9,195.84,-20.4,1176,0.35,0.26,0.39,0.01
2026-02-10 16:02:00,1,23,18.9,155.75,-19.9,1559,0.24,0.25,0.47,0.04
2026-02-10 16:02:00,1,23,18.8,180.63,-20,533,0.12,0.85,0.07,0
2026-02-10 16:02:00,1,23,18.9,179.25,-20.1,689,0.02,0.97,0.03,0
2026-02-10 16:02:00,1,23,18.9,166.35,-20.1,491,0.3,0.68,0.05,0
2026-02-10 16:02:00,1,23,18.9,172.34,-19.9,604,0.17,0.72,0.11,0
2026-02-10 16:02:00,1,23,18.9,123.96,-20.3,722,0.29,0.5,0.22,0
2026-02-10 16:02:00,1,23,18.9,155.75,-20.5,559,0.47,0.51,0.13,0.01
2026-02-10 16:02:00,1,23,19,155.29,-20.1,1001,0.01,0.65,0.34,0
2026-02-10 16:02:00,1,23,18.9,152.99,-20.3,250,0.75,0.54,0.02,0
2026-02-10 16:02:00,1,23,19,85.25,-20.1,634,0.11,0.76,0.12,0.03
2026-02-10 16:02:00,1,23,19,106.44,-20,716,0.01,0.96,0.03,0
2026-02-10 16:03:00,1,23,19,129.95,-20.2,531,0.15,0.8,0.06,0
2026-02-10 16:03:00,1,23,19.1,125.8,-20.1,688,0.35,0.54,0.12,0.01
2026-02-10 16:03:00,1,23,19.1,128.1,-20.1,536,0.33,0.66,0.08,0
2026-02-10 16:03:00,1,23,19.2,92.16,-20,603,0.1,0.94,0.02,0
2026-02-10 16:03:00,1,23,19.2,99.53,-20.2,547,0.38,0.55,0.08,0
2026-02-10 16:03:00,1,23,19.2,103.68,-20.3,600,0.09,0.84,0.08,0
2026-02-10 16:03:00,1,22.9,19.1,127.18,-20.1,886,0.21,0.49,0.31,0
2026-02-10 16:03:00,1,23,19.1,119.81,-20.1,632,0.17,0.76,0.12,0
2026-02-10 16:03:00,1,23,19.2,70.5,-20.2,769,0.37,0.54,0.24,0.01
2026-02-10 16:03:00,1,23,19.5,81.1,-20,753,0.36,0.49,0.18,0.01
2026-02-10 16:03:00,1,23,19.7,134.09,-20.2,682,0.09,0.86,0.07,0
2026-02-10 16:03:00,1,23,19.9,136.4,-20,496,0.09,0.98,0.02,0
2026-02-10 16:03:00,1,23,20,132.71,-20,481,0.39,0.64,0.08,0
2026-02-10 16:03:00,1,23,20.1,133.63,-20,931,0.12,0.71,0.23,0.01
2026-02-10 16:03:00,1,23,20,131.79,-20.1,1318,0.39,0.36,0.23,0.11
2026-02-10 16:03:00,1,23,20.1,130.41,-20.1,981,0.13,0.68,0.24,0
2026-02-10 16:03:00,1,23,20.1,136.86,-20,607,0.24,0.72,0.12,0
2026-02-10 16:03:00,1,23,20.1,138.7,-20.2,653,0.5,0.5,0.12,0.02
2026-02-10 16:03:00,1,23,20,135.01,-20,651,0.29,0.67,0.1,0.02
2026-02-10 16:03:00,1,23,20,134.55,-20.3,793,0.27,0.52,0.23,0
2026-02-10 16:03:00,1,23,20,135.48,-20.1,665,0.28,0.6,0.14,0.01
2026-02-10 16:03:00,1,23,19.9,134.55,-20.3,588,0.28,0.64,0.21,0
2026-02-10 16:03:00,1,23,19.9,132.71,-20.2,1408,0.25,0.37,0.38,0.06
2026-02-10 16:03:00,1,23,19.9,132.71,-19.2,750,0.01,0.92,0.08,0
2026-02-10 16:03:00,0,23,19.8,135.01,-20.3,1093,0.05,0.55,0.41,0
2026-02-10 16:03:00,1,23,19.8,141.93,-20.2,920,0.2,0.57,0.22,0.02
2026-02-10 16:03:00,1,23,19.8,143.31,-20.1,599,0.4,0.59,0.07,0.01
2026-02-10 16:03:00,1,23,19.7,145.61,-20,262,0.8,0.58,0.02,0
2026-02-10 16:03:00,1,23,19.7,144.69,-20.1,518,0.49,0.4,0.13,0
2026-02-10 16:03:00,0,22.9,19.7,143.31,-20.2,1070,0.18,0.5,0.41,0
2026-02-10 16:03:00,0,23,19.6,145.61,-20.1,996,0.27,0.52,0.29,0
2026-02-10 16:03:00,1,23,19.6,121.19,-20.3,832,0.32,0.49,0.23,0.02
2026-02-10 16:03:00,1,22.9,19.5,133.63,-20.3,953,0.5,0.24,0.33,0.02
2026-02-10 16:03:00,0,23,19.5,131.33,-20.1,923,0.09,0.69,0.23,0.02
2026-02-10 16:03:00,0,23,19.5,134.55,-20.2,519,0.37,0.67,0.09,0
2026-02-10 16:03:00,0,23,19.5,137.78,-19.7,880,0.02,0.89,0.1,0
2026-02-10 16:03:00,0,23,19.4,143.31,-20.2,1594,0.19,0.48,0.23,0.11
2026-02-10 16:03:00,0,23,19.5,147.92,-20.2,1009,0.15,0.54,0.32,0
2026-02-10 16:03:00,0,23,19.4,146.07,-20.1,931,0.09,0.65,0.28,0
2026-02-10 16:03:00,0,22.9,19.4,144.69,-20.1,3424,0.09,0.22,0.34,0.38
2026-02-10 16:03:00,0,23,19.3,141,-20.2,724,0.14,0.67,0.2,0.01
2026-02-10 16:03:00,0,22.9,19.3,136.86,-20.1,313,0.07,0.95,0.03,0
2026-02-10 16:03:00,0,23,19.3,141.93,-20.4,717,0.07,0.87,0.14,0
2026-02-10 16:03:00,0,23,19.3,140.54,-20.2,291,0.61,0.42,0.03,0
2026-02-10 16:03:00,0,23,19.3,139.62,-20.3,324,0.27,0.79,0.03,0
2026-02-10 16:03:00,0,23,19.2,141,-20,424,0.24,0.82,0.03,0
2026-02-10 16:03:00,0,22.9,19.2,134.09,-20.1,454,0.06,0.95,0.01,0
2026-02-10 16:03:00,0,23,19.1,135.94,-20.2,580,0.27,0.79,0.14,0
2026-02-10 16:03:00,0,23,19.1,133.17,-20.2,796,0.17,0.66,0.24,0
2026-02-10 16:03:00,0,23,19.2,132.25,-20.1,806,0.26,0.52,0.23,0.01
2026-02-10 16:03:00,0,23,19.1,137.32,-19.9,455,0.39,0.55,0.09,0
2026-02-10 16:04:00,1,22.9,19,152.99,-20,109,0.94,0.05,0.01,0
2026-02-10 16:04:00,1,22.9,19,153.45,-20.9,644,0.39,0.49,0.13,0.01
2026-02-10 16:04:00,1,22.9,19,153.91,-20.1,653,0.15,0.76,0.15,0.01
2026-02-10 16:04:00,0,23,19,153.91,-20,729,0.24,0.69,0.16,0
2026-02-10 16:04:00,0,23,19,153.91,-20.1,629,0.06,0.85,0.09,0.01
2026-02-10 16:04:00,0,23,19,153.91,-20,652,0.04,0.83,0.13,0.01
2026-02-10 16:04:00,0,22.9,19,153.45,-20.1,526,0.59,0.32,0.12,0.01
2026-02-10 16:04:00,0,22.9,19,152.99,-20.1,910,0.12,0.74,0.4,0
2026-02-10 16:04:00,0,23,18.9,152.06,-20,1744,0.06,0.47,0.43,0.06
2026-02-10 16:04:00,0,22.9,18.9,153.45,-20,604,0.09,0.84,0.07,0
2026-02-10 16:04:00,0,22.9,18.9,153.45,-20.1,1039,0.1,0.46,0.46,0
2026-02-10 16:04:00,0,22.9,18.9,153.45,-20.1,806,0.08,0.81,0.12,0
2026-02-10 16:04:00,0,22.9,19,153.45,-20,490,0.52,0.48,0.11,0
2026-02-10 16:04:00,1,22.9,19,117.04,-20,778,0.29,0.53,0.21,0.01
2026-02-10 16:04:00,1,22.9,18.9,140.54,-20,673,0.18,0.83,0.09,0
2026-02-10 16:04:00,1,22.9,18.8,152.99,-20.1,662,0.03,0.97,0.01,0
2026-02-10 16:04:00,1,22.9,18.8,147,-20.1,701,0.01,0.98,0.01,0
2026-02-10 16:04:00,1,22.9,18.9,152.99,-20,858,0.01,0.83,0.16,0
2026-02-10 16:04:00,1,22.9,18.9,150.68,-20.1,512,0.18,0.73,0.09,0
2026-02-10 16:04:00,0,22.9,18.9,152.06,-20.1,978,0.21,0.5,0.35,0
2026-02-10 16:04:00,0,22.9,18.9,152.06,-19.9,1258,0.11,0.53,0.34,0.04
2026-02-10 16:04:00,0,22.9,18.9,151.14,-20.1,684,0.32,0.45,0.24,0
2026-02-10 16:04:00,0,22.9,18.9,151.6,-20,857,0.11,0.7,0.17,0.04
2026-02-10 16:04:00,1,22.9,18.9,147,-20.1,802,0.47,0.46,0.29,0.01
2026-02-10 16:04:00,1,22.9,18.9,150.22,-20.2,480,0.31,0.75,0.03,0.01
2026-02-10 16:04:00,1,22.9,18.9,136.4,-20.1,1008,0.59,0.42,0.17,0.07
2026-02-10 16:04:00,0,22.9,18.8,152.06,-20.1,713,0.49,0.36,0.21,0.01
2026-02-10 16:04:00,0,22.9,18.8,147.46,-20.2,333,0.52,0.57,0.04,0
2026-02-10 16:04:00,0,22.9,18.8,151.6,-20,368,0.41,0.56,0.04,0
2026-02-10 16:04:00,1,22.9,18.8,145.61,-20.3,1186,0.21,0.49,0.26,0.06
2026-02-10 16:04:00,1,22.9,18.8,129.95,-20.2,520,0.41,0.46,0.12,0.01
2026-02-10 16:04:00,1,22.9,18.8,134.55,-20.1,692,0.03,0.84,0.13,0
2026-02-10 16:04:00,0,22.9,18.8,148.38,-20,835,0.35,0.55,0.22,0.02
2026-02-10 16:04:00,0,22.9,18.8,147.92,-20.1,337,0.35,0.71,0.03,0
2026-02-10 16:04:00,0,22.9,18.8,152.99,-20,405,0.53,0.53,0.08,0
2026-02-10 16:04:00,0,22.9,18.8,153.91,-20.2,531,0.31,0.6,0.11,0.01
2026-02-10 16:04:00,0,22.9,18.8,153.91,-20,446,0.03,0.98,0,0
2026-02-10 16:04:00,0,22.9,18.7,153.45,-20.2,793,0.03,0.83,0.14,0
2026-02-10 16:04:00,0,22.9,18.8,153.91,-20.1,1061,0.24,0.42,0.4,0.01
2026-02-10 16:04:00,0,22.9,18.8,153.91,-20.1,560,0.46,0.43,0.11,0
2026-02-10 16:04:00,0,22.9,18.7,153.91,-20.1,548,0.08,0.88,0.05,0
2026-02-10 16:04:00,0,22.8,18.8,153.91,-20.2,469,0.44,0.52,0.08,0
2026-02-10 16:04:00,0,22.8,18.7,154.37,-20.1,828,0.12,0.58,0.3,0
2026-02-10 16:04:00,0,22.8,18.7,153.45,-20.2,774,0.04,0.83,0.15,0
2026-02-10 16:04:00,0,22.8,18.8,151.6,-20.3,2091,0.14,0.27,0.47,0.16
2026-02-10 16:04:00,0,22.8,18.8,149.76,-20,244,0.69,0.89,0.02,0
2026-02-10 16:04:00,0,22.8,18.7,147,-20.1,708,0.04,0.81,0.18,0
2026-02-10 16:04:00,0,22.8,18.8,147.46,-20.2,751,0.18,0.72,0.12,0.02
2026-02-10 16:04:00,0,22.8,18.7,151.14,-20.1,597,0.21,0.73,0.12,0
2026-02-10 16:05:00,0,22.8,18.7,149.3,-20.1,388,0.32,0.78,0.04,0
2026-02-10 16:05:00,0,22.8,18.7,148.84,-20,528,0.03,0.96,0.03,0
2026-02-10 16:05:00,0,22.8,18.7,102.76,-20.1,561,0.25,0.69,0.12,0.01
2026-02-10 16:05:00,1,22.8,18.7,113.36,-20,655,0.03,0.96,0.02,0
2026-02-10 16:05:00,1,22.8,18.7,126.26,-20.2,3605,0.1,0.27,0.13,0.51
2026-02-10 16:05:00,1,22.8,18.7,125.8,-20.1,1229,0.01,0.42,0.57,0
2026-02-10 16:05:00,1,22.8,18.7,132.25,-20.2,1209,0.15,0.49,0.37,0.02
2026-02-10 16:05:00,1,22.8,18.7,155.29,-20.1,533,0.31,0.59,0.1,0
2026-02-10 16:05:00,1,22.8,18.7,153.45,-20.2,631,0.19,0.74,0.1,0.01
2026-02-10 16:05:00,1,22.8,18.7,158.05,-20.2,594,0.25,0.71,0.05,0
2026-02-10 16:05:00,0,22.8,18.7,158.52,-20,408,0.31,0.92,0.06,0
2026-02-10 16:05:00,0,22.8,18.7,158.98,-20,911,0.07,0.8,0.13,0.01
2026-02-10 16:05:00,0,22.8,18.7,155.75,-20.2,615,0.18,0.76,0.13,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.52,-20.1,488,0.38,0.59,0.09,0
2026-02-10 16:05:00,1,22.8,18.7,155.29,-20,463,0.22,0.79,0.03,0
2026-02-10 16:05:00,1,22.8,18.7,152.99,-20.1,615,0.21,0.76,0.1,0.01
2026-02-10 16:05:00,1,22.8,18.7,152.52,-20.2,635,0.06,0.84,0.12,0
2026-02-10 16:05:00,1,22.8,18.8,152.52,-20,731,0.34,0.41,0.25,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.52,-20.3,536,0.66,0.23,0.13,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.52,-20,394,0.74,0.49,0.06,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.52,-20.2,857,0.12,0.72,0.23,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.52,-20.1,897,0.18,0.58,0.26,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.52,-20.2,649,0.39,0.67,0.18,0.01
2026-02-10 16:05:00,0,22.8,18.7,153.45,-20.1,661,0.04,0.85,0.11,0
2026-02-10 16:05:00,0,22.8,18.7,147.92,-20.2,534,0.35,0.6,0.13,0
2026-02-10 16:05:00,0,22.8,18.7,152.06,-20.1,880,0.15,0.69,0.21,0.01
2026-02-10 16:05:00,0,22.8,18.8,150.68,-20.3,345,0.59,0.4,0.04,0
2026-02-10 16:05:00,0,22.8,18.7,147.46,-20.1,570,0.22,0.74,0.06,0.01
2026-02-10 16:05:00,0,22.8,18.7,152.99,-20.1,700,0.34,0.56,0.11,0.01
2026-02-10 16:05:00,0,22.8,18.8,151.6,-20.1,717,0.13,0.76,0.12,0.01
2026-02-10 16:05:00,0,22.8,18.8,149.3,-20.2,593,0.27,0.68,0.14,0
2026-02-10 16:05:00,0,22.8,18.8,147.46,-20.2,205,0.88,0.61,0,0
2026-02-10 16:05:00,0,22.8,18.7,147,-20.1,651,0.16,0.83,0.03,0
2026-02-10 16:05:00,0,22.8,18.7,147,-20.1,440,0.51,0.47,0.06,0
2026-02-10 16:05:00,0,22.8,18.7,147,-20.1,288,0.64,0.4,0.04,0
2026-02-10 16:05:00,0,22.8,18.7,147,-20.1,818,0.17,0.72,0.15,0.02
2026-02-10 16:05:00,0,22.7,18.8,147,-20.2,465,0.59,0.31,0.1,0.01
2026-02-10 16:05:00,0,22.8,18.7,147,-20.2,298,0.45,0.56,0.01,0
2026-02-10 16:05:00,0,22.8,18.7,147,-20.2,540,0.29,0.64,0.07,0.01
2026-02-10 16:05:00,0,22.8,18.8,147,-20.1,781,0.4,0.42,0.19,0.02
2026-02-10 16:05:00,0,22.7,18.7,147,-20.2,716,0.5,0.38,0.16,0.02
2026-02-10 16:05:00,0,22.8,18.7,147,-20.1,317,0.65,0.39,0.05,0
2026-02-10 16:05:00,1,22.8,18.7,149.76,-20.2,552,0.34,0.78,0.06,0
2026-02-10 16:05:00,1,22.8,18.8,148.38,-20.1,710,0.1,0.9,0.01,0
2026-02-10 16:05:00,0,22.8,18.8,153.91,-20.1,364,0.76,0.54,0.07,0
2026-02-10 16:05:00,0,22.8,18.8,153.45,-20.2,333,0.68,0.41,0.04,0
2026-02-10 16:05:00,1,22.7,18.7,150.68,-20.2,538,0.06,0.88,0.07,0
2026-02-10 16:05:00,1,22.8,18.8,148.84,-20.2,784,0.24,0.73,0.19,0.02
2026-02-10 16:05:00,1,22.8,18.8,144.69,-20.2,748,0.44,0.47,0.2,0.02
2026-02-10 16:05:00,1,22.8,18.8,144.69,-20.3,2217,0.11,0.58,0.08,0.25
2026-02-10 16:05:00,1,22.8,18.8,144.23,-20.2,578,0.52,0.44,0.15,0.01
2026-02-10 16:05:00,1,22.7,18.8,148.84,-20.1,717,0.34,0.49,0.17,0.01
2026-02-10 16:05:00,1,22.8,18.9,149.3,-20.1,1104,0.29,0.46,0.32,0.02
2026-02-10 16:05:00,1,22.7,18.8,148.84,-20.1,604,0.05,0.9,0.03,0.02
2026-02-10 16:05:00,0,22.7,18.8,146.53,-20.2,714,0.02,0.91,0.08,0
2026-02-10 16:05:00,0,22.7,18.8,151.6,-20.2,593,0.16,0.78,0.09,0.01
2026-02-10 16:06:00,0,22.8,18.8,150.22,-20.1,930,0.3,0.51,0.25,0.02
2026-02-10 16:06:00,0,22.7,18.8,141.93,-20.2,1747,0.07,0.26,0.65,0.03
2026-02-10 16:06:00,0,22.7,18.8,141,-20.2,437,0.17,0.87,0.06,0
2026-02-10 16:06:00,0,22.8,18.8,146.07,-20.2,1691,0.01,0.4,0.53,0.07
2026-02-10 16:06:00,0,22.8,18.8,146.07,-20.1,513,0.4,0.66,0.05,0
2026-02-10 16:06:00,0,22.7,18.8,144.69,-20.2,617,0.16,0.78,0.09,0
2026-02-10 16:06:00,0,22.8,18.8,143.77,-20.1,848,0.19,0.65,0.19,0.02
2026-02-10 16:06:00,0,22.7,18.8,136.4,-20.2,547,0.08,0.92,0.01,0
2026-02-10 16:06:00,0,22.7,18.8,146.07,-20.2,1902,0.24,0.36,0.22,0.24
2026-02-10 16:06:00,0,22.8,18.8,150.68,-20.1,719,0.09,0.83,0.11,0.01
2026-02-10 16:06:00,0,22.8,18.8,150.68,-20.2,770,0.15,0.75,0.13,0.01
2026-02-10 16:06:00,0,22.7,18.8,150.22,-20.3,1364,0.1,0.6,0.21,0.1
2026-02-10 16:06:00,0,22.8,18.8,149.3,-20.2,1313,0.03,0.6,0.35,0.03
2026-02-10 16:06:00,0,22.8,18.9,149.3,-20.2,787,0.23,0.65,0.15,0.02
2026-02-10 16:06:00,0,22.8,18.9,146.53,-20.1,608,0.16,0.73,0.19,0
2026-02-10 16:06:00,0,22.7,18.9,151.6,-20,560,0.08,0.9,0.04,0
2026-02-10 16:06:00,0,22.8,18.8,155.29,-20.1,382,0.25,0.93,0.03,0
2026-02-10 16:06:00,0,22.8,18.9,152.99,-20.1,538,0.4,0.5,0.15,0
2026-02-10 16:06:00,0,22.8,18.9,154.37,-20.2,628,0.08,0.87,0.05,0
2026-02-10 16:06:00,0,22.8,18.8,153.91,-20.1,1322,0.27,0.38,0.36,0.06
2026-02-10 16:06:00,0,22.8,18.9,156.21,-20.1,736,0.1,0.82,0.21,0
2026-02-10 16:06:00,0,22.7,18.8,155.75,-20.4,369,0.71,0.23,0.07,0.01
2026-02-10 16:06:00,0,22.8,18.8,155.75,-20.3,524,0.17,0.72,0.13,0
2026-02-10 16:06:00,0,22.8,18.9,155.75,-20.1,917,0.28,0.45,0.34,0.02
2026-02-10 16:06:00,0,22.7,18.8,155.75,-20.3,1190,0.13,0.5,0.35,0.03
2026-02-10 16:06:00,0,22.7,18.9,155.75,-20.1,529,0.41,0.63,0.11,0.01
2026-02-10 16:06:00,0,22.8,18.9,155.29,-20,545,0.52,0.52,0.16,0
2026-02-10 16:06:00,0,22.8,18.8,155.75,-20.2,878,0.25,0.51,0.26,0.01
2026-02-10 16:06:00,0,22.7,18.8,155.75,-20.1,588,0.24,0.71,0.08,0
2026-02-10 16:06:00,0,22.7,18.8,155.29,-20.1,692,0.46,0.45,0.18,0.02
2026-02-10 16:06:00,0,22.7,18.8,155.29,-20.2,658,0.48,0.57,0.17,0.02
2026-02-10 16:06:00,0,22.7,18.8,155.29,-20.1,921,0.1,0.62,0.33,0
2026-02-10 16:06:00,0,22.7,18.7,155.29,-20,593,0.31,0.56,0.13,0
2026-02-10 16:06:00,0,22.7,18.8,155.29,-20.2,943,0.18,0.61,0.21,0.01
2026-02-10 16:06:00,0,22.7,18.8,155.75,-20.3,497,0.58,0.35,0.1,0.01
2026-02-10 16:06:00,0,22.7,18.8,155.75,-20.3,475,0.55,0.36,0.12,0
2026-02-10 16:06:00,0,22.7,18.7,155.75,-20.1,490,0.52,0.58,0.11,0.01
2026-02-10 16:06:00,0,22.7,18.7,155.29,-20.1,551,0.25,0.69,0.08,0
2026-02-10 16:06:00,0,22.7,18.8,155.29,-20.1,496,0.46,0.52,0.14,0
2026-02-10 16:06:00,0,22.7,18.7,155.75,-20.2,733,0.17,0.69,0.16,0.01
2026-02-10 16:06:00,0,22.7,18.8,154.83,-20.2,518,0.62,0.4,0.11,0.01
2026-02-10 16:06:00,0,22.7,18.7,153.91,-20.2,938,0.12,0.73,0.21,0.02
2026-02-10 16:06:00,0,22.7,18.7,153.91,-20.3,596,0.17,0.76,0.07,0.01
2026-02-10 16:06:00,0,22.7,18.7,154.37,-20,416,0.46,0.59,0.08,0
2026-02-10 16:06:00,0,22.7,18.7,154.37,-20.1,1259,0.11,0.4,0.53,0.01
2026-02-10 16:06:00,0,22.7,18.7,154.83,-19.3,458,0.72,0.2,0.1,0.01
2026-02-10 16:06:00,0,22.7,18.7,153.91,-20.1,2187,0.13,0.29,0.41,0.18
2026-02-10 16:06:00,0,22.7,18.7,154.37,-20.3,705,0.18,0.9,0.05,0
2026-02-10 16:06:00,0,22.7,18.7,154.37,-20.2,529,0.38,0.6,0.13,0
2026-02-10 16:06:00,0,22.7,18.7,155.29,-20.2,857,0.24,0.57,0.19,0.02
2026-02-10 16:06:00,0,22.7,18.7,155.75,-19.9,1138,0.09,0.46,0.49,0
2026-02-10 16:06:00,0,22.7,18.7,157.13,-20.2,1390,0.24,0.4,0.38,0.05
2026-02-10 16:06:00,0,22.7,18.7,157.59,-20.3,353,0.2,0.78,0.03,0
2026-02-10 16:06:00,0,22.7,18.7,156.67,-20.1,622,0.32,0.74,0.17,0.01
2026-02-10 16:06:00,0,22.7,18.6,157.13,-20.2,607,0.21,0.72,0.09,0
2026-02-10 16:06:00,0,22.7,18.7,156.67,-19.9,1430,0.01,0.55,0.45,0
2026-02-10 16:07:00,0,22.7,18.7,157.13,-20.2,584,0.38,0.48,0.14,0.01
2026-02-10 16:07:00,0,22.7,18.6,156.67,-20.4,1014,0.05,0.66,0.29,0.01
2026-02-10 16:07:00,0,22.7,18.7,156.67,-20.2,951,0.03,0.69,0.28,0
2026-02-10 16:07:00,0,22.7,18.7,157.13,-20.1,622,0.35,0.5,0.19,0
2026-02-10 16:07:00,0,22.7,18.7,157.13,-20.1,646,0.01,0.98,0.02,0
2026-02-10 16:07:00,0,22.7,18.6,156.67,-20.2,799,0.04,0.68,0.29,0
2026-02-10 16:07:00,0,22.7,18.7,157.13,-20.1,678,0.05,0.93,0.04,0
2026-02-10 16:07:00,0,22.7,18.7,156.67,-20.1,583,0.34,0.5,0.17,0
2026-02-10 16:07:00,0,22.7,18.7,157.13,-20.2,1107,0.02,0.63,0.35,0
2026-02-10 16:07:00,0,22.7,18.7,157.13,-20.5,496,0.15,0.85,0.01,0
2026-02-10 16:07:00,0,22.7,18.7,156.67,-20,595,0.42,0.44,0.17,0
2026-02-10 16:07:00,0,22.7,18.7,156.67,-20.5,669,0.41,0.73,0.19,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.1,742,0.02,0.89,0.11,0
2026-02-10 16:07:00,0,22.7,18.7,156.67,-20.2,846,0.01,0.93,0.07,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20,524,0.02,0.97,0.01,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.1,422,0.01,0.98,0.01,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.1,334,0.47,0.56,0.05,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.2,494,0.62,0.27,0.11,0.01
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.3,406,0.53,0.45,0.07,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20,731,0.11,0.78,0.13,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.3,1017,0.21,0.57,0.3,0.01
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20,664,0.17,0.72,0.13,0
2026-02-10 16:07:00,0,22.6,18.7,157.13,-20.1,257,0.76,0.31,0.05,0
2026-02-10 16:07:00,0,22.6,18.7,156.67,-20.1,475,0.51,0.66,0.04,0
2026-02-10 16:07:00,0,22.6,18.8,157.13,-20.2,531,0.34,0.71,0.05,0
2026-02-10 16:07:00,0,22.6,18.7,157.13,-20.2,707,0.13,0.78,0.11,0.01
2026-02-10 16:07:00,0,22.6,18.7,157.13,-20.3,436,0.71,0.34,0.1,0.01
