timestamp,pir,tempC,humPct,lux,dbfs,centroidHz,B1_50_200,B2_200_1200,B3_1200_4000,B4_4000_8000,sleep_stage
2026-03-20 2:52,1,23.6,28.9,0,-18.1,476,0.33,0.64,0.03,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,723,0.12,0.78,0.09,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
2026-03-20 2:52,1,23.6,28.9,0,-18.1,737,0.02,0.91,0.07,0,awake
